Marca temporal,Nombre y Apellido del fallecido,Fecha de fallecimiento,DNI,Edad al fallecer,Sexo,Hora de fallecimiento,Causa de fallecimiento,Causa detallada (si es 'Otro'),Lugar de fallecimiento,Ubicación en el cementerio,Tipo de sepultura,Número de acta / registro,Nombre del responsable que registra,DNI del responsable que registra,Correo electrónico del responsable,Otros aportes o comentarios,Año de fallecimiento,Mes de fallecimiento,Rango edad,Día de la semana
2002-08-31 21:15:40.286374,Victorino del Tirado,2002-08-31,55082548,87,Otro,14:46,Otro,Otro no especificado,Hospital Central,"Sección 6, Fila 15, Parcela 13",Tumba tradicional,523975,Mario Vilaplana Haro,22113950,lblazquez@example.org,Se notificó al registro civil.,2002,8,Adulto mayor,Saturday
2002-07-26 03:03:25.457600,Modesta Almeida-Galán,2002-07-26,98692023,2,Masculino,14:09,Neumonía,,Hospital Central,"Sección 3, Fila 4, Parcela 38",Mausoleo,626908,Constanza Oliveras Chaves,17691916,gutierrezamparo@example.com,La familia pidió servicio religioso antes de la cremación.,2002,7,Niño,Friday
2002-12-21 05:37:13.347246,Francisco Javier Emilio Pastor Bosch,2002-12-21,36722689,54,Otro,6:36,Infarto,,Clínica Privada,"Sección 4, Fila 20, Parcela 3",Nicho,616711,Daniela de Prat,26087891,alsinaadelaida@example.org,Se coordinó con la empresa funeraria local.,2002,12,Adulto,Saturday
2002-07-23 18:11:17.938586,Iris del Costa,2002-07-23,36937621,35,Otro,23:37,Infarto,,Clínica Privada,"Sección 4, Fila 14, Parcela 10",Cremación,152283,Isabela Pellicer Corominas,26209709,annacarranza@example.org,Se adjunta certificado médico.,2002,7,Adulto,Tuesday
2002-01-07 22:33:50.361688,Jenaro Hierro Martín,2002-01-07,29187809,91,Otro,10:38,Covid-19,,Hospital Central,"Sección 5, Fila 16, Parcela 9",Mausoleo,608403,Oriana Carvajal Solsona,36966829,ramirocobo@example.com,Familia solicita ceremonia sencilla.,2002,1,Adulto mayor,Monday
2002-06-23 10:00:03.387544,Emma Mur Ureña,2002-06-23,96023424,34,Masculino,19:19,Otro,Septicemia,Domicilio,"Sección 3, Fila 19, Parcela 18",Tumba tradicional,501155,Miguel Ángel Aragón Pacheco,49494865,leonteofilo@example.com,Familia solicita ceremonia sencilla.,2002,6,Adulto,Sunday
2002-03-19 09:12:40.407532,Carina Ignacia Escalona Caballero,2002-03-19,16267102,72,Otro,20:51,Neumonía,,Vía Pública,"Sección 4, Fila 16, Parcela 39",Tumba tradicional,987969,Oriana Carvajal Solsona,49436163,acoca@example.com,Se coordinó con la empresa funeraria local.,2002,3,Adulto mayor,Tuesday
2002-11-01 07:17:45.611607,Corona Rodrigo-Atienza,2002-11-01,91344602,46,Femenino,0:15,Infarto,,Clínica Privada,"Sección 2, Fila 12, Parcela 41",Tumba tradicional,647314,Miguel Ángel Aragón Pacheco,35893404,maria-teresa04@example.org,Documento entregado en oficina central.,2002,11,Adulto,Friday
2002-04-08 00:53:56.957383,Noemí del Rovira,2002-04-08,63844613,63,Otro,21:14,Neumonía,,Clínica Privada,"Sección 10, Fila 7, Parcela 50",Mausoleo,482459,Demetrio Fernandez Bas,29996553,maria-angeles03@example.net,La familia pidió servicio religioso antes de la cremación.,2002,4,Adulto mayor,Monday
2002-11-04 04:26:32.426952,Bibiana Pardo Jiménez,2002-11-04,36642153,30,Femenino,1:26,Cáncer,,Clínica Privada,"Sección 3, Fila 3, Parcela 8",Cremación,527000,Ildefonso Mata-Español,35989439,dalila91@example.com,Se adjunta certificado médico.,2002,11,Joven,Monday
2002-04-11 22:05:22.203191,Aarón Garay Villena,2002-04-11,59574335,60,Femenino,10:40,Otro,Complicaciones posoperatorias,Domicilio,"Sección 1, Fila 10, Parcela 45",Tumba tradicional,799486,Daniela de Prat,11955356,roberta52@example.org,Documento entregado en oficina central.,2002,4,Adulto,Thursday
2002-08-31 08:34:14.411440,Eliana Bárcena Gelabert,2002-08-31,23449791,94,Otro,20:42,Infarto,,Domicilio,"Sección 9, Fila 3, Parcela 17",Mausoleo,285057,Daniel del Lumbreras,36025129,psaez@example.net,Documento entregado en oficina central.,2002,8,Adulto mayor,Saturday
2002-11-06 22:07:47.146282,María Belén Molina Arranz,2002-11-06,26185127,89,Femenino,14:54,Covid-19,,Domicilio,"Sección 5, Fila 18, Parcela 38",Mausoleo,118948,Daniela de Prat,35776363,xnovoa@example.com,Se notificó al registro civil.,2002,11,Adulto mayor,Wednesday
2002-01-17 22:04:26.275222,Jose Ramón Marco Guzmán,2002-01-17,81195422,95,Otro,14:40,Neumonía,,Clínica Privada,"Sección 3, Fila 16, Parcela 8",Nicho,603474,Mario Vilaplana Haro,40357952,pacapozuelo@example.org,La familia pidió sepultura junto a otros parientes.,2002,1,Adulto mayor,Thursday
2002-07-15 06:54:38.760923,Manuel Cornejo Grau,2002-07-15,82915674,80,Masculino,9:52,Accidente,,Domicilio,"Sección 7, Fila 12, Parcela 11",Nicho,876197,Daniel del Lumbreras,13627968,veronicasarmiento@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2002,7,Adulto mayor,Monday
2002-02-01 08:04:45.483644,Telmo Sacristán Botella,2002-02-01,22559147,5,Otro,7:57,Neumonía,,Domicilio,"Sección 2, Fila 14, Parcela 37",Tumba tradicional,963765,Jose Antonio Fuente-Pérez,47788860,blancamayoral@example.com,Se notificó al registro civil.,2002,2,Niño,Friday
2002-03-22 13:01:11.900085,Flora Clemente Alcolea,2002-03-22,11834872,10,Femenino,5:36,Otro,Insuficiencia renal,Domicilio,"Sección 1, Fila 11, Parcela 13",Nicho,942431,Lorena Calderon Recio,40578038,wacedo@example.net,Acta firmada por dos testigos.,2002,3,Niño,Friday
2002-03-31 07:53:59.291508,Augusto Carlos Lago,2002-03-31,80329772,40,Femenino,12:13,Cáncer,,Hospital Central,"Sección 7, Fila 13, Parcela 19",Nicho,342552,Oriana Carvajal Solsona,29673693,vsebastian@example.org,Se notificó al registro civil.,2002,3,Adulto,Sunday
2002-02-12 05:44:56.035303,Consuela Jordá Giner,2002-02-12,72820866,10,Femenino,4:52,Cáncer,,Domicilio,"Sección 1, Fila 2, Parcela 24",Tumba tradicional,757645,Demetrio Fernandez Bas,12087128,bcuenca@example.org,Acta firmada por dos testigos.,2002,2,Niño,Tuesday
2002-09-07 19:44:08.727946,Kike del Feliu,2002-09-07,69394576,20,Masculino,8:18,Cáncer,,Domicilio,"Sección 2, Fila 4, Parcela 43",Tumba tradicional,342362,Estrella de Ordóñez,24676447,jordi25@example.com,Familia solicita ceremonia sencilla.,2002,9,Joven,Saturday
2002-02-21 20:42:54.576765,Manuel Rodrigo Tamayo,2002-02-21,63624738,45,Otro,9:43,Accidente,,Vía Pública,"Sección 2, Fila 9, Parcela 3",Nicho,864663,Isabela Pellicer Corominas,42661648,lupesanchez@example.org,Acta firmada por dos testigos.,2002,2,Adulto,Thursday
2002-03-15 23:36:53.817861,Javi Guillen Batlle,2002-03-15,46186442,1,Masculino,20:22,Infarto,,Hospital Central,"Sección 3, Fila 3, Parcela 20",Tumba tradicional,556659,Constanza Oliveras Chaves,37439094,edgar68@example.com,Pendiente entrega de certificado de defunción original.,2002,3,Niño,Friday
2002-03-31 13:40:12.857218,Nélida Bayo Morata,2002-03-31,30620348,70,Masculino,5:41,Cáncer,,Clínica Privada,"Sección 2, Fila 19, Parcela 25",Mausoleo,301830,Lorena Calderon Recio,36825195,hector96@example.net,La familia pidió sepultura junto a otros parientes.,2002,3,Adulto mayor,Sunday
2002-04-29 12:02:41.643199,Federico Gil Cuéllar Lumbreras,2002-04-29,72472767,58,Masculino,15:43,Cáncer,,Hospital Central,"Sección 1, Fila 2, Parcela 24",Cremación,880357,Herminio Bernad,31095252,buendiapatricio@example.net,La familia pidió servicio religioso antes de la cremación.,2002,4,Adulto,Monday
2002-12-19 05:38:13.288565,Agustín Galván Casals,2002-12-19,54773269,56,Femenino,21:11,Neumonía,,Clínica Privada,"Sección 8, Fila 13, Parcela 1",Tumba tradicional,451818,Nereida Puig Rubio,36920021,eugenioesteban@example.org,Acta firmada por dos testigos.,2002,12,Adulto,Thursday
2002-02-26 21:04:12.857485,Socorro Reyes,2002-02-26,55899617,96,Masculino,18:44,Infarto,,Domicilio,"Sección 10, Fila 10, Parcela 15",Mausoleo,129926,Constanza Oliveras Chaves,36042561,hilda01@example.net,Familia solicita ceremonia sencilla.,2002,2,Adulto mayor,Tuesday
2002-02-25 13:02:24.803336,Ceferino Clavero,2002-02-25,82861236,37,Femenino,8:54,Otro,Insuficiencia renal,Vía Pública,"Sección 2, Fila 9, Parcela 27",Tumba tradicional,593724,Estrella de Ordóñez,32536470,nperez@example.com,Documento entregado en oficina central.,2002,2,Adulto,Monday
2002-04-06 18:18:57.400677,Domingo Figuerola,2002-04-06,77242096,62,Femenino,3:48,Covid-19,,Vía Pública,"Sección 1, Fila 7, Parcela 42",Nicho,233723,Margarita Iglesia Baena,33533840,marianela65@example.org,Se adjunta certificado médico.,2002,4,Adulto mayor,Saturday
2002-08-15 02:09:06.099281,Marita Hervia,2002-08-15,67985565,52,Femenino,16:56,Infarto,,Vía Pública,"Sección 2, Fila 8, Parcela 33",Tumba tradicional,464829,Oriana Carvajal Solsona,43975879,wbustos@example.com,Pendiente entrega de certificado de defunción original.,2002,8,Adulto,Thursday
2002-01-17 07:18:58.029703,Elena Cobo Gascón,2002-01-17,44231481,98,Masculino,9:06,Covid-19,,Domicilio,"Sección 8, Fila 10, Parcela 21",Cremación,811879,Ildefonso Mata-Español,24712700,crescencia19@example.com,Acta firmada por dos testigos.,2002,1,Adulto mayor,Thursday
2002-06-17 02:26:14.115048,Irene Elías Barceló,2002-06-17,81130254,92,Otro,6:42,Accidente,,Vía Pública,"Sección 5, Fila 7, Parcela 39",Tumba tradicional,106150,Daniel del Lumbreras,16143249,kike45@example.com,Se pidió mantener la causa de fallecimiento en reserva.,2002,6,Adulto mayor,Monday
2002-10-30 22:00:48.783586,Nilda Torres Villegas,2002-10-30,29693475,57,Femenino,9:35,Otro,Otro no especificado,Hospital Central,"Sección 6, Fila 19, Parcela 26",Cremación,835419,Demetrio Fernandez Bas,35284053,herminiogalvez@example.net,La familia pidió sepultura junto a otros parientes.,2002,10,Adulto,Wednesday
2002-02-18 21:10:29.765109,Juan Luis Salas Manrique,2002-02-18,28969840,5,Masculino,22:14,Accidente,,Hospital Central,"Sección 5, Fila 18, Parcela 14",Mausoleo,402265,Jose Antonio Fuente-Pérez,33359800,barrioeulalia@example.net,La familia pidió servicio religioso antes de la cremación.,2002,2,Niño,Monday
2002-05-29 10:11:17.913520,Juan José del Sans,2002-05-29,87450964,41,Otro,2:49,Otro,Septicemia,Hospital Central,"Sección 2, Fila 15, Parcela 7",Nicho,765055,Lorena Calderon Recio,11587648,rhervia@example.org,Pendiente entrega de certificado de defunción original.,2002,5,Adulto,Wednesday
2002-08-02 09:43:48.308378,Bernarda Vélez Clemente,2002-08-02,62857684,98,Masculino,23:47,Accidente,,Hospital Central,"Sección 10, Fila 19, Parcela 39",Mausoleo,829622,Herminio Bernad,11932847,juanitoosuna@example.net,Se notificó al registro civil.,2002,8,Adulto mayor,Friday
2002-02-13 17:36:22.747491,Armida del Puga,2002-02-13,58911999,30,Femenino,13:21,Covid-19,,Clínica Privada,"Sección 8, Fila 12, Parcela 6",Nicho,432590,Isabela Pellicer Corominas,30743226,lorena18@example.org,Se adjunta certificado médico.,2002,2,Joven,Wednesday
2002-01-29 07:06:22.874331,Ruperta Marín Priego,2002-01-29,78481999,80,Otro,4:23,Cáncer,,Clínica Privada,"Sección 6, Fila 20, Parcela 50",Cremación,101345,Lorena Calderon Recio,17423276,martinsanchez@example.net,Se coordinó con la empresa funeraria local.,2002,1,Adulto mayor,Tuesday
2002-12-13 12:18:29.418133,Che de Pelayo,2002-12-13,43044799,69,Otro,21:00,Neumonía,,Domicilio,"Sección 10, Fila 9, Parcela 16",Nicho,494238,Lorena Calderon Recio,46624018,jfrutos@example.net,Se notificó al registro civil.,2002,12,Adulto mayor,Friday
2002-10-04 00:51:23.664758,Edu Díez Salcedo,2002-10-04,82542752,1,Femenino,4:11,Cáncer,,Domicilio,"Sección 10, Fila 8, Parcela 20",Tumba tradicional,670036,Oriana Carvajal Solsona,17407377,vvillalonga@example.org,Documento entregado en oficina central.,2002,10,Niño,Friday
2002-04-26 03:13:31.612939,Angélica Barriga Sainz,2002-04-26,15200029,24,Femenino,22:51,Otro,Septicemia,Vía Pública,"Sección 1, Fila 5, Parcela 7",Cremación,434596,Isabela Pellicer Corominas,10324679,capdevilamodesto@example.org,Familia solicita ceremonia sencilla.,2002,4,Joven,Friday
2002-05-24 08:58:13.639941,Nacho Alcalde Baquero,2002-05-24,19651944,46,Masculino,15:59,Infarto,,Domicilio,"Sección 3, Fila 1, Parcela 11",Cremación,524091,Mario Vilaplana Haro,19172913,telmo64@example.com,Acta firmada por dos testigos.,2002,5,Adulto,Friday
2002-02-15 18:18:10.237668,Mohamed Olivares Martín,2002-02-15,94317992,8,Masculino,19:42,Otro,Septicemia,Hospital Central,"Sección 8, Fila 9, Parcela 31",Cremación,431869,Oriana Carvajal Solsona,28547960,selena92@example.com,Se notificó al registro civil.,2002,2,Niño,Friday
2002-05-19 12:47:32.518995,María Cristina Bárbara Soto Sabater,2002-05-19,94984249,26,Femenino,19:59,Infarto,,Vía Pública,"Sección 3, Fila 3, Parcela 28",Cremación,734577,Jose Antonio Fuente-Pérez,10596267,aragonafrica@example.net,Se adjunta certificado médico.,2002,5,Joven,Sunday
2002-06-04 15:28:12.904276,Guiomar Pazos Ayuso,2002-06-04,49708845,87,Femenino,16:22,Covid-19,,Hospital Central,"Sección 2, Fila 11, Parcela 30",Cremación,628316,Ildefonso Mata-Español,17723574,malenabru@example.com,La familia pidió servicio religioso antes de la cremación.,2002,6,Adulto mayor,Tuesday
2002-10-01 03:45:25.671017,Domitila Aragón Alemany,2002-10-01,69754614,64,Femenino,9:07,Infarto,,Hospital Central,"Sección 4, Fila 5, Parcela 28",Tumba tradicional,811430,Daniel del Lumbreras,40480316,fizaguirre@example.org,Se adjunta certificado médico.,2002,10,Adulto mayor,Tuesday
2002-12-24 22:32:28.581629,Luís Pont-Rosado,2002-12-24,39809593,15,Otro,6:26,Covid-19,,Vía Pública,"Sección 10, Fila 16, Parcela 22",Cremación,987574,Ildefonso Mata-Español,19773358,xaller@example.org,Documento entregado en oficina central.,2002,12,Adolescente,Tuesday
2002-10-11 05:57:56.915607,Fausto Fajardo Linares,2002-10-11,29531787,77,Masculino,20:43,Accidente,,Hospital Central,"Sección 10, Fila 19, Parcela 26",Nicho,690548,Estrella de Ordóñez,11187954,graciano99@example.com,Se adjunta certificado médico.,2002,10,Adulto mayor,Friday
2002-05-06 06:17:30.713516,Estefanía Campos Durán,2002-05-06,25436676,14,Masculino,6:07,Infarto,,Domicilio,"Sección 8, Fila 19, Parcela 8",Nicho,964743,Nereida Puig Rubio,36610417,vito74@example.com,La familia pidió servicio religioso antes de la cremación.,2002,5,Adolescente,Monday
2002-12-01 15:54:44.204729,Ema de Galiano,2002-12-01,38082166,18,Femenino,18:51,Cáncer,,Hospital Central,"Sección 7, Fila 15, Parcela 10",Mausoleo,883486,Demetrio Fernandez Bas,25483526,pinedocruz@example.net,Documento entregado en oficina central.,2002,12,Joven,Sunday
2002-09-25 00:36:52.866934,Maxi Morena Valcárcel Beltran,2002-09-25,12990132,9,Otro,8:22,Otro,Insuficiencia renal,Vía Pública,"Sección 9, Fila 15, Parcela 35",Mausoleo,667482,Ildefonso Mata-Español,29411621,gvillalba@example.org,Familia solicita ceremonia sencilla.,2002,9,Niño,Wednesday
2002-10-18 21:59:24.748140,Feliciano Ávila Ruano,2002-10-18,87971842,60,Masculino,3:45,Covid-19,,Domicilio,"Sección 7, Fila 14, Parcela 19",Tumba tradicional,560604,Isabela Pellicer Corominas,39738524,lsantamaria@example.org,La familia pidió servicio religioso antes de la cremación.,2002,10,Adulto,Friday
2002-01-23 02:51:14.945728,Pacífica Abad Sarmiento,2002-01-23,88480286,85,Otro,8:41,Infarto,,Clínica Privada,"Sección 2, Fila 10, Parcela 24",Tumba tradicional,444827,Demetrio Fernandez Bas,43825081,bernadabigail@example.org,La familia pidió sepultura junto a otros parientes.,2002,1,Adulto mayor,Wednesday
2002-11-02 01:43:43.824581,Carmelita Monreal-Vallejo,2002-11-02,96531519,8,Masculino,9:34,Accidente,,Domicilio,"Sección 6, Fila 10, Parcela 11",Tumba tradicional,285059,Margarita Iglesia Baena,45639847,floramillan@example.net,Se coordinó con la empresa funeraria local.,2002,11,Niño,Saturday
2002-06-18 09:02:42.010590,Bautista Galiano Rosselló,2002-06-18,84253332,53,Femenino,21:08,Accidente,,Hospital Central,"Sección 3, Fila 16, Parcela 13",Mausoleo,680814,Constanza Oliveras Chaves,35961838,riquelmeestefania@example.com,La familia pidió sepultura junto a otros parientes.,2002,6,Adulto,Tuesday
2002-09-28 09:54:26.168582,Fernanda Llorente Gil,2002-09-28,34037975,83,Femenino,1:34,Infarto,,Clínica Privada,"Sección 1, Fila 3, Parcela 48",Mausoleo,363769,Isabela Pellicer Corominas,33217370,tamayoteofila@example.net,La familia pidió servicio religioso antes de la cremación.,2002,9,Adulto mayor,Saturday
2002-11-10 04:00:00.137193,Baldomero Ríos Arroyo,2002-11-10,43790955,38,Otro,21:50,Infarto,,Vía Pública,"Sección 6, Fila 15, Parcela 13",Mausoleo,722853,Lorena Calderon Recio,47386224,tbarrena@example.net,Pendiente entrega de certificado de defunción original.,2002,11,Adulto,Sunday
2002-03-08 00:28:52.933232,Aránzazu de Coll,2002-03-08,51461328,53,Femenino,11:44,Neumonía,,Hospital Central,"Sección 6, Fila 13, Parcela 2",Cremación,511624,Herminio Bernad,28420324,ramonaarino@example.net,Documento entregado en oficina central.,2002,3,Adulto,Friday
2002-02-19 05:30:43.524524,Elpidio Ripoll Pombo,2002-02-19,45700671,72,Femenino,14:39,Infarto,,Clínica Privada,"Sección 7, Fila 5, Parcela 49",Nicho,410048,Jose Antonio Fuente-Pérez,47621627,marcampo@example.org,Documento entregado en oficina central.,2002,2,Adulto mayor,Tuesday
2002-09-17 02:07:53.906311,Melania González,2002-09-17,44923636,53,Otro,4:25,Covid-19,,Vía Pública,"Sección 6, Fila 16, Parcela 30",Tumba tradicional,756259,Oriana Carvajal Solsona,46332731,wsuarez@example.com,Se notificó al registro civil.,2002,9,Adulto,Tuesday
2002-12-11 16:24:09.810696,Petrona Gabaldón-Izaguirre,2002-12-11,55371438,66,Masculino,9:21,Cáncer,,Hospital Central,"Sección 8, Fila 8, Parcela 42",Mausoleo,435268,Oriana Carvajal Solsona,25496271,dfuertes@example.com,Familia solicita ceremonia sencilla.,2002,12,Adulto mayor,Wednesday
2002-03-08 08:23:39.657732,Angelino Isaac Montes Orozco,2002-03-08,49230311,2,Otro,3:35,Neumonía,,Domicilio,"Sección 4, Fila 9, Parcela 39",Mausoleo,423803,Daniela de Prat,23508669,carrenojose-carlos@example.org,Se pidió mantener la causa de fallecimiento en reserva.,2002,3,Niño,Friday
2002-07-26 23:09:29.961572,Socorro Lara Cañellas,2002-07-26,34488244,95,Femenino,19:10,Otro,Complicaciones posoperatorias,Vía Pública,"Sección 2, Fila 16, Parcela 23",Mausoleo,360621,Daniela de Prat,10876008,isidro80@example.com,Se adjunta certificado médico.,2002,7,Adulto mayor,Friday
2002-09-13 03:28:32.488348,Ascensión del Parejo,2002-09-13,24717451,99,Masculino,18:37,Covid-19,,Domicilio,"Sección 6, Fila 6, Parcela 13",Nicho,757463,Oriana Carvajal Solsona,12032274,mcampo@example.org,Se coordinó con la empresa funeraria local.,2002,9,Adulto mayor,Friday
2002-02-21 09:56:25.859603,Nayara Mosquera Silva,2002-02-21,42532674,73,Femenino,1:30,Neumonía,,Clínica Privada,"Sección 8, Fila 20, Parcela 41",Nicho,603373,Lorena Calderon Recio,21094206,rosellesmeralda@example.com,Documento entregado en oficina central.,2002,2,Adulto mayor,Thursday
2002-04-23 15:34:37.575125,Amílcar Chaparro Martin,2002-04-23,97557273,25,Masculino,9:47,Otro,Insuficiencia renal,Domicilio,"Sección 8, Fila 1, Parcela 16",Nicho,488288,Mario Vilaplana Haro,32268403,andreupepita@example.org,La familia pidió servicio religioso antes de la cremación.,2002,4,Joven,Tuesday
2002-03-21 02:23:03.238983,Urbano Baquero Falcó,2002-03-21,49815152,34,Masculino,18:30,Accidente,,Domicilio,"Sección 3, Fila 2, Parcela 38",Cremación,564209,Nereida Puig Rubio,32878302,rafael30@example.net,Se pidió mantener la causa de fallecimiento en reserva.,2002,3,Adulto,Thursday
2002-03-14 06:02:45.489879,Luis Iglesias Aguiló,2002-03-14,45075641,81,Masculino,23:42,Covid-19,,Domicilio,"Sección 6, Fila 10, Parcela 11",Mausoleo,419681,Nereida Puig Rubio,35385199,ana-sofiamolins@example.com,Se notificó al registro civil.,2002,3,Adulto mayor,Thursday
2002-03-13 11:27:59.757546,Raúl Ayala Torrent,2002-03-13,91745659,95,Otro,6:48,Cáncer,,Domicilio,"Sección 4, Fila 13, Parcela 38",Nicho,246978,Isabela Pellicer Corominas,42269856,serranomauricio@example.org,La familia pidió sepultura junto a otros parientes.,2002,3,Adulto mayor,Wednesday
